2024/11/27 14:35:30.161	INFO	sys log Init success !
2024/11/27 14:35:30.188	INFO	sys event Init success !
2024/11/27 14:35:30.207	INFO	sys rpc Init success !
2024/11/27 14:35:30.237	INFO	init sys.db success!
2024/11/27 14:35:30.237	INFO	服务[api-ct3brcgleif695786l80] 初始化完成!
2024/11/27 14:35:30.240	DEBUG	[sys.rpc]	注册服务!	func:Rpc_GatewayHttpRoute
2024/11/27 14:35:30.240	INFO	服务[api-ct3brcgleif695786l80:1.0.0.0] 启动完成!
2024/11/27 14:35:30.272	DEBUG	启动模块【api】
2024/11/27 14:35:30.273	DEBUG	[sys.rpc]	TcpConnPool Start Listen !	Endpoints:["127.0.0.1:8101"]
2024/11/27 14:35:30.279	DEBUG	[sys.rpc]	发现节点!	nodes:{"tag":"admin","type":"api","id":"api-ct3bobgleif4os4eouig","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}
2024/11/27 14:35:30.279	DEBUG	[sys.rpc]	发现节点!	nodes:{"tag":"admin","type":"gateway","id":"gateway-ct3bobgleif68t04rdbg","version":"1.0.0.0","addr":"127.0.0.1:8001","meta":{}}
2024/11/27 14:35:30.282	DEBUG	[sys.rpc]	发现节点!	nodes:[{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}},{"tag":"admin","type":"gateway","id":"gateway-ct3brcgleif5do4ghiu0","version":"1.0.0.0","addr":"127.0.0.1:8001","meta":{}}]
2024/11/27 14:35:47.597	DEBUG	[sys.rpc]	丢失节点!	nodes:[{"tag":"admin","type":"api","id":"api-ct3bobgleif4os4eouig","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}},{"tag":"admin","type":"gateway","id":"gateway-ct3bobgleif68t04rdbg","version":"1.0.0.0","addr":"127.0.0.1:8001","meta":{}}]
2024/11/27 14:36:27.220	DEBUG	[sys.rpc]	AddClient Succ!	node:{"tag":"admin","type":"gateway","id":"gateway-ct3brcgleif5do4ghiu0","version":"1.0.0.0","addr":"127.0.0.1:8001","meta":null}
2024/11/27 14:36:27.220	DEBUG	[sys.rpc]	handleRequest	ServiceMethod:Rpc_GatewayHttpRoute	Form:{"tag":"admin","type":"gateway","id":"gateway-ct3brcgleif5do4ghiu0","version":"1.0.0.0","addr":"127.0.0.1:8001","meta":null}
2024/11/27 14:36:27.222	DEBUG	[module.api]	Login	token:eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhY2NvdW50IjoiYWRtaW4iLCJpZGVudGl0eSI6MSwiZXhwIjoxNzMyNzc1Nzg3fQ.OPm1N25tG9EHUZD2hgcWfqPsoL8XgnBQSv88ztXdGbk
2024/11/27 14:36:27.222	DEBUG	[Handle Http]	t:1	m:api.login	meta:null	req:{"account":"admin","password":"admin"}	reply:
2024/11/27 14:41:25.355	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:41:30.366	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:41:35.375	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:41:40.377	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:41:45.387	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:41:50.398	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:41:55.401	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:00.407	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:05.422	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:10.422	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:15.438	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:20.443	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:25.445	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:30.448	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:35.456	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:40.461	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:45.473	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:50.484	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:42:55.493	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:00.508	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:05.523	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:10.537	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:15.550	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:20.564	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:25.567	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:30.576	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:35.576	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:40.589	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:45.593	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:50.594	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:43:55.609	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:00.614	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:05.615	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:10.618	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:15.627	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:20.641	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:25.653	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:30.667	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:35.676	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:40.685	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:45.692	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:50.698	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:44:55.711	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:00.719	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:05.734	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:10.741	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:15.746	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:20.755	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:25.769	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:30.770	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:35.785	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:40.791	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:45.791	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:50.802	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:45:55.805	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:00.806	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:05.815	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:10.829	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:15.840	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:20.842	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:25.851	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:30.865	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:35.872	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
2024/11/27 14:46:40.879	ERROR	discovery/discovery.go:117	[sys.discovery]	discovery put 	nodePath:admin/api/api-ct3brcgleif695786l80	value:{"tag":"admin","type":"api","id":"api-ct3brcgleif695786l80","version":"1.0.0.0","addr":"127.0.0.1:8101","meta":{}}	err:context deadline exceeded
